"type","generator","copyright","timestamp","features__type","features__properties__@id","features__properties__created_by","features__properties__leisure","features__geometry__type","features__geometry__coordinates__001","features__geometry__coordinates__002","features__id","features__properties__access","features__properties__name","features__properties__operator","features__properties__layer","features__properties__source","features__properties__natural","features__properties__tourism","features__properties__amenity","features__properties__website","features__properties__equipment","features__properties__shade","features__properties__wheelchair","features__properties__addr:city","features__properties__addr:housenumber","features__properties__addr:postcode","features__properties__addr:street","features__properties__phone","features__properties__opening_hours","features__properties__wikidata","features__properties__wikipedia","features__properties__name:en","features__properties__surface","features__properties__playground:theme","features__properties__addr:province","features__properties__description","features__properties__fee","features__properties__indoor"
"","","","","Feature","node/706903501","","playground","Point","144.8693504","-37.7961867","node/706903501","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/707091740","","playground","Point","144.8635847","-37.8004626","node/707091740","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/718627706","","playground","Point","145.0339595","-37.7608849","node/718627706","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/718633021","","playground","Point","145.0351585","-37.7683075","node/718633021","","","","","nearmap","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/718635028","","playground","Point","145.0375966","-37.7679004","node/718635028","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/722043393","","playground","Point","144.9268078","-37.5990608","node/722043393","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/724183768","","playground","Point","144.925688","-37.6088251","node/724183768","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/724183769","","playground","Point","144.9253152","-37.608619","node/724183769","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/725683397","","playground","Point","144.9298474","-37.5806631","node/725683397","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/728374438","","playground","Point","144.9375065","-37.6014895","node/728374438","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/734835293","","playground","Point","144.8794433","-37.6771433","node/734835293","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/734837206","","playground","Point","144.8740788","-37.6798606","node/734837206","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/735092576","","playground","Point","144.8884082","-37.6719078","node/735092576","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/735097575","","playground","Point","144.882362","-37.6725755","node/735097575","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/746340864","","playground","Point","144.9942204","-37.8033061","node/746340864","private","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/787130661","","playground","Point","145.1340378","-37.943625","node/787130661","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/792621122","","playground","Point","145.3177426","-37.8876101","node/792621122","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/797805134","","playground","Point","145.1773162","-37.8480772","node/797805134","","","","","nearmap","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/821392019","","playground","Point","145.0854612","-37.8156908","node/821392019","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/876940583","","playground","Point","144.7419292","-37.5846872","node/876940583","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/939195036","","playground","Point","145.0501367","-37.8515615","node/939195036","","","","","nearmap","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/955894258","","playground","Point","144.8531753","-37.7809142","node/955894258","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/973229633","","playground","Point","144.9364141","-37.8380485","node/973229633","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/973252137","","playground","Point","144.92933","-37.836451","node/973252137","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/973258816","","playground","Point","144.923893","-37.836181","node/973258816","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/992174396","","playground","Point","145.0612203","-37.797685","node/992174396","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/992174397","","playground","Point","145.0567035","-37.8017033","node/992174397","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/992174401","","playground","Point","145.0631301","-37.8101886","node/992174401","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1017308912","","playground","Point","145.0091501","-37.7762646","node/1017308912","yes","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1021807422","","playground","Point","144.99731","-37.804378","node/1021807422","yes","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1046730100","","playground","Point","144.972752","-37.803404","node/1046730100","","Museum Playground","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1076306961","","playground","Point","144.9284488","-37.7890327","node/1076306961","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1080144039","","playground","Point","144.9252525","-37.7623148","node/1080144039","","Queens Park","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1086968233","","playground","Point","145.0370564","-37.778313","node/1086968233","yes","","","","survey","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1106937397","","playground","Point","145.182293","-37.8900626","node/1106937397","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1107122478","","playground","Point","145.1863134","-37.8934005","node/1107122478","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1121117972","","playground","Point","145.0436014","-37.7666439","node/1121117972","yes","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1251081109","","playground","Point","145.2451532","-37.8683979","node/1251081109","","Croc's Indoor Playcentre","","","","","","","https://www.crocsplaycentre.com.au/","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1252180114","","playground","Point","145.043666","-37.7425278","node/1252180114","yes","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1252219564","","playground","Point","145.0326775","-37.7650876","node/1252219564","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1260372574","","playground","Point","145.1104505","-37.6871382","node/1260372574","","Apollo Parkways Primary School Playground","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1260646690","","playground","Point","145.2231244","-37.826849","node/1260646690","yes","Proclamation Park Playground","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1260646692","","playground","Point","145.2251709","-37.8274761","node/1260646692","","Maidston Street Playground","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1260646697","","playground","Point","145.231737","-37.8185945","node/1260646697","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1271654708","","playground","Point","144.970303","-37.7579593","node/1271654708","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1272661375","","playground","Point","144.9743308","-37.7578493","node/1272661375","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1279034373","","playground","Point","145.0411501","-37.7586231","node/1279034373","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1279034375","","playground","Point","145.0390741","-37.7609514","node/1279034375","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1279034381","","playground","Point","145.0391867","-37.7643186","node/1279034381","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1287453549","","playground","Point","144.9643676","-37.7694946","node/1287453549","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1299188298","","playground","Point","144.973625","-37.7711462","node/1299188298","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1306530271","","playground","Point","144.9883266","-37.7561382","node/1306530271","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1313689824","","playground","Point","145.0944644","-37.8546287","node/1313689824","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1321298138","","playground","Point","145.2857997","-37.7186775","node/1321298138","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1330277746","","playground","Point","144.98448","-37.7659656","node/1330277746","","Children's Nature adventure Area","","","local knowledge and ceres.org.au","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1336844482","","playground","Point","144.987389","-37.8008447","node/1336844482","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1348795918","","playground","Point","145.0763854","-37.8445171","node/1348795918","","","","","Bing","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1365009815","","playground","Point","145.3074359","-37.9950251","node/1365009815","","Jack Thomas Reserve","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1365119812","","playground","Point","145.2307177","-37.8235313","node/1365119812","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1365122994","","playground","Point","145.2332711","-37.8218871","node/1365122994","","Elephant Playground","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1369055503","","playground","Point","145.22366","-37.8183","node/1369055503","yes","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1378743284","","playground","Point","145.2115197","-37.8108211","node/1378743284","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1387056997","","playground","Point","145.0858169","-37.8428801","node/1387056997","","","","","Bing","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1387058059","","playground","Point","145.0937991","-37.8330772","node/1387058059","","","","","survey","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1387123841","","playground","Point","145.095501","-37.8388776","node/1387123841","","","","","Bing","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1390286295","","playground","Point","145.2455419","-37.7820024","node/1390286295","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1397016055","","playground","Point","145.2071789","-37.8271832","node/1397016055","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1402266527","","playground","Point","145.127077","-37.7079113","node/1402266527","","","","","survey","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1402270190","","playground","Point","145.1002244","-37.7056918","node/1402270190","","","","","knowledge","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1406599306","","playground","Point","144.903576","-37.862325","node/1406599306","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1426026611","","playground","Point","144.9940841","-37.7753154","node/1426026611","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1426084342","","playground","Point","145.2203779","-37.736555","node/1426084342","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1427015790","","playground","Point","145.0037197","-37.7902272","node/1427015790","yes","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1428927474","","playground","Point","145.3456021","-37.8118544","node/1428927474","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1428996252","","playground","Point","145.2362496","-37.8925135","node/1428996252","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1429602067","","playground","Point","144.985595","-37.805684","node/1429602067","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1430716579","","playground","Point","145.0003586","-37.8322115","node/1430716579","","","","","Bing","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1432590900","","playground","Point","145.098433","-37.635192","node/1432590900","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1436112359","","playground","Point","144.975231","-37.530994","node/1436112359","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1436448642","","playground","Point","145.0033361","-37.7823594","node/1436448642","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1437434142","","playground","Point","145.1908881","-37.851375","node/1437434142","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1451311132","","playground","Point","145.0889526","-37.7463503","node/1451311132","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1451323799","","playground","Point","145.0864294","-37.7349336","node/1451323799","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1458756037","","playground","Point","145.078444","-37.7406148","node/1458756037","yes","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1471797981","","playground","Point","145.0691074","-37.7316194","node/1471797981","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1477302928","","playground","Point","145.2321111","-37.8628413","node/1477302928","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1509506399","","playground","Point","144.7290742","-37.8889874","node/1509506399","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1509506419","","playground","Point","144.7246556","-37.8907472","node/1509506419","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1538811104","","playground","Point","145.1733811","-37.815489","node/1538811104","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1538816140","","playground","Point","145.1719488","-37.8100865","node/1538816140","","Yamminga Park","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1553673655","","playground","Point","145.2070378","-37.8160275","node/1553673655","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1560664231","","playground","Point","145.0404267","-37.7465867","node/1560664231","","","","","","","","","","swing;slide","yes","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1608322466","","playground","Point","145.0502309","-37.9827733","node/1608322466","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1615189277","","playground","Point","145.0780151","-37.7381686","node/1615189277","yes","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1617261016","","playground","Point","145.0511186","-37.7402244","node/1617261016","yes","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1623390560","","playground","Point","144.9743723","-37.7764089","node/1623390560","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1629219841","","playground","Point","144.9845885","-37.7801332","node/1629219841","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1629537560","","playground","Point","145.3390832","-37.5290475","node/1629537560","","Bollygum Park","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1633549417","","playground","Point","144.9492817","-37.7930202","node/1633549417","","RCH playground","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1641655108","","playground","Point","145.0661371","-37.9592717","node/1641655108","","","","","Personal observation.","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1641661483","","playground","Point","145.0700048","-37.9653747","node/1641661483","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1641678396","","playground","Point","145.0564945","-37.9683795","node/1641678396","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1653675106","","playground","Point","144.9052348","-37.8670723","node/1653675106","","Rotary Park Playground","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1654398102","","playground","Point","145.0910713","-37.8426416","node/1654398102","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1657067348","","playground","Point","145.0393294","-37.7999468","node/1657067348","","","","","Bing","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1668259738","","playground","Point","144.9714127","-37.8413639","node/1668259738","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1668364752","","playground","Point","144.9750407","-37.8488128","node/1668364752","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1676410658","","playground","Point","144.7880324","-37.7410949","node/1676410658","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1679232407","","playground","Point","144.996993","-37.801363","node/1679232407","yes","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1681187430","","playground","Point","145.2714286","-37.7752697","node/1681187430","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1681187541","","playground","Point","145.2704793","-37.7741352","node/1681187541","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1682288543","","playground","Point","145.0303494","-37.9246807","node/1682288543","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1682288809","","playground","Point","145.0387526","-37.9277106","node/1682288809","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1682313148","","playground","Point","145.0382135","-37.927736","node/1682313148","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1685501834","","playground","Point","145.053683","-37.8506068","node/1685501834","","Howard Dawson Reserve","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1707986140","","playground","Point","145.0408771","-37.7368384","node/1707986140","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1709522113","","playground","Point","145.0524432","-37.8510338","node/1709522113","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1709522405","","playground","Point","145.0606508","-37.8540412","node/1709522405","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1731728048","","playground","Point","145.0146086","-37.7718879","node/1731728048","yes","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1734852000","","playground","Point","145.2078846","-37.9799038","node/1734852000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1769362083","","playground","Point","145.0456904","-37.9074196","node/1769362083","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1778606042","","playground","Point","144.9206246","-37.7966058","node/1778606042","","Small playground","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1778606043","","playground","Point","144.9210484","-37.7954444","node/1778606043","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1792531004","","playground","Point","145.1352251","-37.7133089","node/1792531004","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1793031659","","playground","Point","145.2401485","-37.7802223","node/1793031659","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1800286926","","playground","Point","145.1496247","-37.8488278","node/1800286926","","","","","Bing","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1800286942","","playground","Point","145.1318255","-37.848387","node/1800286942","","","","","Bing","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1808476871","","playground","Point","144.9518065","-37.7336007","node/1808476871","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1813532908","","playground","Point","144.9371251","-37.7448791","node/1813532908","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1818321664","","playground","Point","144.8842474","-37.693972","node/1818321664","","Lackenheath Drive Reseve Park","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1818324890","","playground","Point","145.1024634","-37.6195482","node/1818324890","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1845470123","","playground","Point","145.247627","-37.7784083","node/1845470123","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1847948068","","playground","Point","144.9794697","-37.7379616","node/1847948068","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1847948370","","playground","Point","144.9828174","-37.733349","node/1847948370","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1865185038","","playground","Point","145.3831297","-37.7944807","node/1865185038","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1868565160","","playground","Point","145.1756168","-37.750291","node/1868565160","","Manna Gum Playspace","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1877259743","","playground","Point","145.0610632","-37.8181095","node/1877259743","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1881974149","","playground","Point","145.2072517","-37.832949","node/1881974149","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1894463381","","playground","Point","145.1803437","-37.759555","node/1894463381","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1895625649","","playground","Point","145.2417959","-37.7734678","node/1895625649","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1896019361","","playground","Point","145.0842472","-37.99182","node/1896019361","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1899324822","","playground","Point","145.0513569","-37.9130327","node/1899324822","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1903829043","","playground","Point","145.1414605","-37.8518657","node/1903829043","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1905073565","","playground","Point","145.0923949","-37.811011","node/1905073565","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1907868678","","playground","Point","145.1676192","-37.8099137","node/1907868678","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1909294797","","playground","Point","145.1505534","-37.8442078","node/1909294797","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1909294802","","playground","Point","145.153013","-37.8435575","node/1909294802","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1909311527","","playground","Point","145.1418336","-37.8327819","node/1909311527","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1909311542","","playground","Point","145.1503469","-37.8365272","node/1909311542","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1909322664","","playground","Point","145.1386337","-37.8474653","node/1909322664","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1909329951","","playground","Point","145.1391831","-37.8411742","node/1909329951","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1909446410","","playground","Point","145.1477377","-37.8584742","node/1909446410","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1909651794","","playground","Point","145.1011786","-37.8760574","node/1909651794","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1919387774","","playground","Point","144.786472","-37.8767756","node/1919387774","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1927211913","","playground","Point","145.0085102","-37.9234277","node/1927211913","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1928130318","","playground","Point","145.2286351","-37.8074027","node/1928130318","yes","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1928272654","","playground","Point","145.0790598","-37.8143813","node/1928272654","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1930533284","","playground","Point","145.0169643","-37.9405092","node/1930533284","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1931493934","","playground","Point","145.0153175","-37.9599058","node/1931493934","yes","","","","survey","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1931768090","","playground","Point","145.0293206","-37.9512407","node/1931768090","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1931953345","","playground","Point","145.0436518","-37.9517394","node/1931953345","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1931957902","","playground","Point","145.0246912","-37.9501192","node/1931957902","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1931996457","","playground","Point","145.0523232","-37.9507635","node/1931996457","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1933038793","","playground","Point","145.0710852","-37.9595145","node/1933038793","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1933319896","","playground","Point","145.0618558","-37.9560499","node/1933319896","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1933329081","","playground","Point","145.0687357","-37.9624916","node/1933329081","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1934502479","","playground","Point","145.0876617","-37.96866","node/1934502479","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1934536544","","playground","Point","145.0838742","-37.9553868","node/1934536544","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1935217866","","playground","Point","145.1361001","-37.9883902","node/1935217866","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1935217878","","playground","Point","145.1312963","-37.9870838","node/1935217878","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1935217897","","playground","Point","145.1272944","-37.9861346","node/1935217897","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1936245866","","playground","Point","145.1198594","-37.9830211","node/1936245866","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1936262797","","playground","Point","145.1256154","-37.9842493","node/1936262797","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1937480140","","playground","Point","145.1408395","-37.9868175","node/1937480140","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1937507977","","playground","Point","145.1332274","-37.9772828","node/1937507977","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1937717607","","playground","Point","145.1328733","-37.9707562","node/1937717607","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1937717621","","playground","Point","145.1348233","-37.9624015","node/1937717621","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1937717633","","playground","Point","145.1274686","-37.9697624","node/1937717633","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1946854702","","playground","Point","145.1473524","-37.8137214","node/1946854702","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1946854706","","playground","Point","145.1452657","-37.8162769","node/1946854706","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1950325226","","playground","Point","145.2368598","-37.8281902","node/1950325226","","","","","survey","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1963881882","","playground","Point","145.3021851","-37.8406607","node/1963881882","","","","","survey","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1964322953","","playground","Point","145.2605646","-37.8294422","node/1964322953","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1967766909","","playground","Point","145.30302","-38.0110158","node/1967766909","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1970907989","","playground","Point","144.7889718","-37.7670588","node/1970907989","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1971206866","","playground","Point","144.7840377","-37.7496608","node/1971206866","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1977734172","","playground","Point","144.8275956","-37.7562949","node/1977734172","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1986296699","","playground","Point","144.9798143","-37.7996887","node/1986296699","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/1986343335","","playground","Point","145.0351188","-37.8393589","node/1986343335","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Feature","node/2017932142","","playground","Point","145.192145","-37.637655","node/2017932142","","","","","","","","","","","","","","","","","","","","","","","","","","",""
